PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00Wi9,8/8/3n1P2/2k5/2pp1K2/P7/8/3B4 w - - 2 63,f4e5 d4d3 f6f7 d6f7,1700,74,95,4743,crushing endgame master short,https://lichess.org/kGGKKGh6#125,
00WiB,3q1rk1/4pp1p/p4Pp1/4p1P1/b1PpP2Q/3n3P/Pr2N1B1/R4RK1 b - - 1 22,b2e2 h4h6 e7f6 g5f6 d8f6 f1f6,1360,74,93,1257,advantage long master middlegame,https://lichess.org/DU4WJjPm/black#44,
00WiX,1Q6/5kpp/1p2p3/p1p1r3/2Pn4/6P1/P4P1P/6K1 w - - 0 32,b8e5 d4f3 g1f1 f3e5,991,76,100,244,crushing endgame fork short,https://lichess.org/8Rt0e7k1#63,
00WiZ,3r1rk1/p3R2p/bp1P2p1/2P5/7Q/P2q1P1P/6P1/2R3K1 b - - 5 34,b6c5 h4h7,925,79,100,71,mate mateIn1 middlegame oneMove,https://lichess.org/tGch7j6L/black#68,
00WoW,8/4kppR/r1p1p2p/p3P2P/4P1P1/1pP1KP2/6B1/8 w - - 0 29,e3d2 a5a4 g2f1 a4a3 f1a6 a3a2,2087,80,91,1286,advancedPawn advantage endgame long master quietMove sacrifice,https://lichess.org/cuQl3aZ8#57,
00Wp4,3r1k2/p4p2/1p4p1/1Pn4p/4BP1P/6P1/P2p3K/3R4 b - - 1 44,c5d3 d1d2 d8d4 e4d3,1192,78,91,446,advantage endgame master short,https://lichess.org/qyB8QR8D/black#88,
00WqT,r4r2/1ppb1p2/p2p2pk/5P2/4P3/2PBB1R1/PKP2P1q/8 b - - 4 26,h6h5 d3e2 h5h4 e3g5,1719,76,97,19295,mate mateIn2 middlegame short,https://lichess.org/HcfiWViE/black#52,
00Wqc,4k3/5p2/3P4/p5p1/6Pp/1P1K3n/P7/2B5 w - - 0 33,d3e3 h3f4 e3f3 h4h3,1635,138,88,9,crushing endgame master quietMove short,https://lichess.org/dR2Wb2zs#65,
00WtH,8/2R2pk1/4p1pp/3p4/3Pq2P/1r2P1P1/5P1K/5Q2 w - - 2 45,f1c1 b3b1 c1b1 e4b1,1405,75,94,575,crushing endgame short,https://lichess.org/Xixh3rxR#89,
00Wyh,2r5/8/8/pNp1r2p/3kNppP/1P1P4/2R2K2/8 b - - 2 42,d4d3 c2d2 d3e4 b5d6,1704,76,94,12259,endgame mate mateIn2 sacrifice short,https://lichess.org/2mLJufzX/black#84,
00WzB,8/8/8/P1K1p3/5k1p/5b1B/5P2/8 w - - 3 46,h3f1 f3a8 c5d6 e5e4 f1g2 f4g4 a5a6 h4h3 g2h1 e4e3 h1a8 e3f2 a8f3 g4g3 a6a7 f2f1q a7a8q f1f3,2836,107,90,2224,advancedPawn bishopEndgame crushing endgame promotion quietMove veryLong,https://lichess.org/VEqrGfJg#91,
00X0Q,6R1/8/8/8/1KP5/3r4/PP3kp1/8 w - - 3 52,c4c5 d3g3 g8g3 f2g3 c5c6 g2g1q,1404,75,90,1511,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/aWPHCaqm#103,
00X1l,5r1k/Q6p/1pb3p1/4q3/4p3/1BP2p1P/PP4P1/5RK1 b - - 0 30,f3g2 f1f8,848,100,83,371,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/IPGWdtue/black#60,
00X2S,2kr4/1p4pp/p1p1b3/Q3Bq2/8/4PB2/1PP2PPP/1K6 b - - 2 24,g7g5 a5c7,1134,244,30,18,endgame mate mateIn1 oneMove,https://lichess.org/4JI17kTq/black#48,
00X2j,8/5KP1/R1k5/8/2pp4/8/8/6r1 b - - 1 50,c6c5 a6g6 g1g6 f7g6 d4d3 g7g8q,1564,75,96,10158,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/GY1HtJCo/black#100,
00X5a,3N3k/pQ5p/4p1p1/3q4/8/2b1P1P1/P3RPKP/4n3 w - - 1 28,g2h3 d5h5,1233,76,89,836,endgame master mate mateIn1 oneMove,https://lichess.org/lNuqw2ZK#55,
00X66,4r1k1/6pp/1R3p2/P7/1P1p4/2b3BP/5PP1/5K2 w - - 2 31,g3f4 e8e1,408,105,93,171,endgame mate mateIn1 oneMove,https://lichess.org/9WU44YEe#61,
00XAG,1r1r2k1/p3ppb1/b3q1pp/2p5/2N5/1Q1RB3/P4PPP/2R1N1K1 b - - 0 21,b8b3 d3d8 g8h7 a2b3,1901,200,29,29,advantage hangingPiece intermezzo master middlegame short,https://lichess.org/cfhyIaNG/black#42,
00XCT,6Q1/7K/2k5/3r4/8/8/8/8 w - - 5 82,h7h8 d5h5 g8h7 h5h7,1063,78,100,404,endgame equality queenRookEndgame short,https://lichess.org/I94rnuWS#163,
00XGg,2k4r/ppp2ppr/2n5/3b1N2/3p1bP1/5NP1/PPP1QP2/R3R1K1 w - - 1 20,g1g2 h7h2 g2f1 h2h1 f3g1 h1g1 f1g1 h8h1,1943,74,90,106,attraction mate mateIn4 middlegame pin sacrifice veryLong,https://lichess.org/HyzlukP8#39,
00XNY,2r5/p4p1k/1p1pq3/2p2p2/7R/2Q4P/1P3PP1/6K1 b - - 1 34,h7g8 c3h8,491,94,79,112,endgame mate mateIn1 oneMove,https://lichess.org/eG661aPJ/black#68,
00XPO,r2q1r1k/1pp3p1/1b2b2p/3n4/pP6/P1P2N1P/1BB2PP1/R2QK2R w KQ - 0 20,d1d3 e6f5 e1c1 f5d3,1673,75,94,763,crushing middlegame short,https://lichess.org/ybuM6OK3#39,
00XPh,2br3k/5p1p/ppn2Np1/2b1q1P1/2P1p2N/P7/1PQ1B1K1/R4R2 w - - 6 27,c2c1 c5d6 c1f4 e5f4 f1f4 d6f4,2444,76,81,369,crushing long middlegame,https://lichess.org/8CP4mZnr#53,
00XQ8,k4r2/pp6/2p3Q1/3p2P1/4r2P/8/PPP2q2/2KR3R w - - 1 30,h1f1 f2e3 c1b1 f8f1 g6g8 e4e8,1551,75,93,1139,advantage discoveredAttack endgame long,https://lichess.org/bjvSXgAE#59,
00XTV,8/2k4p/p2p2p1/2pP1p2/2P4P/3K4/P2R1PP1/4r3 w - - 0 28,d2e2 e1e2 d3e2 c7b6 e2f3 b6a5 a2a3 a5a4,1571,75,94,10877,crushing endgame master rookEndgame veryLong,https://lichess.org/6kM7Fimp#55,
00XXM,3r1br1/Qpqk1p2/p1p1p2p/3nP3/8/2P1NP1N/PP6/1K1R3R b - - 3 25,f8e7 c3c4 b7b6 a7c7 d7c7 c4d5,1833,72,95,12492,advantage long middlegame pin,https://lichess.org/Pd55n9kL/black#50,
00XZR,8/2p5/p1n5/1pP1p2k/1P1p4/P2P3P/5P2/R4KRq b - - 9 34,h1h3 f1e2 e5e4 g1h1 e4d3 e2d2,1531,77,93,1174,crushing defensiveMove endgame long pin,https://lichess.org/cvl7Zq2b/black#68,
00XbN,6k1/R4p1p/6P1/3p4/8/2b5/1r2rBPP/5RK1 b - - 0 26,e2f2 g6f7 g8f8 a7a8,2126,82,92,2141,advancedPawn advantage endgame short,https://lichess.org/RsJhaWfC/black#52,
00Xfn,rn4k1/pp1q1r2/2pp2B1/3P4/2PB2b1/8/P2K1PP1/7R b - - 1 21,c6d5 h1h8,1382,86,75,327,mate mateIn1 middlegame oneMove,https://lichess.org/UcRGVasb/black#42,
00Xiu,8/pp3Q1p/1n2B1pk/8/6Pq/7P/PPP2P2/2K5 w - - 10 31,f2f4 h4e1,605,85,79,148,endgame mate mateIn1 oneMove,https://lichess.org/cVckB6RZ#61,
00Xn1,3r2k1/5pp1/2p3np/2b5/1p2P1b1/1BN3B1/1PP3PP/4KR2 w - - 0 21,c3a4 d8d1,685,91,100,209,master mate mateIn1 middlegame oneMove,https://lichess.org/GK88IOTY#41,
00XoP,6r1/p6k/1p4rp/3q1Q2/8/P7/4Rp1P/5R1K w - - 0 37,f5d5 g6g1 f1g1 f2g1q,686,89,76,66,advancedPawn endgame mate mateIn2 promotion queenRookEndgame short,https://lichess.org/KLJMqvTZ#73,
00Xp9,r2r2k1/p4ppp/1p6/N1p1n3/4n3/P3P3/1P2BPPP/1R1R2K1 w - - 0 20,a5c4 e5c4 e2c4 e4d2,1969,93,89,34,crushing master middlegame short,https://lichess.org/y5EZvhc9#39,
00Xr8,6k1/pp1n3p/2p1bppb/2q1p3/2P1P3/1PQN1PPP/PB4BK/8 b - - 5 25,c5e3 b2c1 e3d4 c3d4 e5d4 c1h6,1481,75,93,570,crushing long middlegame,https://lichess.org/mvexWrte/black#50,
00Y1c,5rk1/Q4p2/5p1p/2q5/8/8/P1r2PPP/3RR1K1 w - - 4 23,a7d7 c5f2 g1h1 f2g2,800,90,96,449,endgame mate mateIn2 short,https://lichess.org/T4YH4yAb#45,
00Y6y,5k2/5pp1/8/1p2N3/1P6/7P/3nR1P1/2r3K1 w - - 1 48,g1h2 d2f1 h2g1 f1g3 g1f2 g3e2,1220,76,92,522,advantage discoveredAttack endgame long,https://lichess.org/Rv29Dipi#95,
00YHj,5k2/1p6/8/4p2B/1R2Pp1p/3r1KpP/8/8 w - - 1 50,f3e2 d3e3 e2f1 f4f3 h5f3 e3f3,2104,83,91,8373,crushing endgame long,https://lichess.org/BqUcvzk5#99,
00YJz,8/ppp3p1/2nb1kB1/3r3R/4Q3/4PPq1/PP3K2/R1B5 w - - 3 24,f2f1 d5d1 f1e2 g3e1,1090,79,100,274,mate mateIn2 middlegame short,https://lichess.org/e8K57VIG#47,
00YYk,2kr2r1/1p1q3p/p1nb4/2p1p3/2N1R3/3P1QP1/PPP5/R1B3K1 b - - 4 22,d8f8 f3f8 g8f8 c4b6 c8c7 b6d7,2015,74,86,898,advantage fork long middlegame sacrifice,https://lichess.org/zIkElcfI/black#44,
00YbG,8/7p/3k2p1/p5P1/P2K4/8/8/8 b - - 4 47,d6c6 d4c4 c6d6 c4b5,1787,77,66,70,crushing endgame pawnEndgame short zugzwang,https://lichess.org/onsKQucl/black#94,
00YbZ,b6k/8/6p1/4q2p/1Q3r1P/P1N3R1/1PP3PK/8 w - - 3 35,b4b6 f4h4 h2g1 e5e1,1418,80,94,5346,endgame mate mateIn2 pin short,https://lichess.org/gzVgXweE#69,
00Ybq,2rr4/4kp2/p3p2q/1p3nNP/3PQP2/P1N5/1P3K2/6R1 b - - 0 34,d8d4 e4b7 d4d7 b7c8,1192,77,91,2085,crushing fork master middlegame short,https://lichess.org/TunHPHtZ/black#68,
00Ydr,r2qkb1r/p2p2pb/1p1PpN2/2p1Pp2/2P2P1P/4K3/PP2B1P1/3Q3R b kq - 2 21,g7f6 e2h5 h7g6 h5g6,1075,90,80,38,mate mateIn2 middlegame short,https://lichess.org/3hQsr2bX/black#42,
00Yfi,1Q6/5p1k/4b1pp/4RB2/3p2KP/6P1/P3q3/5r2 w - - 2 45,e5e2 e6f5,956,77,92,92,endgame mate mateIn1 oneMove,https://lichess.org/V9WbzUqF#89,
00Ygn,5rk1/p3Rp1p/5pp1/np1q4/r2P4/2P2N2/PQ3PPP/2R3K1 w - - 4 22,e7a7 a5c4 a7a4 c4b2,1508,74,90,662,crushing master middlegame short,https://lichess.org/B6LsArpZ#43,
00YhS,7K/8/8/5p2/4kP2/8/6P1/8 w - - 1 62,g2g3 e4f3 h8g7 f3g3 g7f6 g3f4,979,107,68,48,crushing endgame long pawnEndgame,https://lichess.org/JnQJMMAX#123,
00YhY,8/8/5kp1/R7/4p1P1/5p1P/2r2P2/6K1 w - - 0 52,h3h4 c2c1 g1h2 e4e3,1706,75,100,357,crushing endgame rookEndgame short,https://lichess.org/umv3Et1a#103,
00Yjy,6k1/5p1p/B2bp2q/5p2/6rP/1P4P1/1Q3P2/5R1K w - - 3 34,f1d1 g4h4 g3h4 h6h4 h1g2 h4g4 g2f1 g4d1,2001,77,73,82,crushing endgame exposedKing fork sacrifice veryLong,https://lichess.org/f0Kyo2Fh#67,
00YqR,5k2/p1p4p/1pPpBp2/2qP3b/8/2PQ4/P6P/7K w - - 0 33,d3h7 h5f3,903,76,100,489,endgame master mate mateIn1 oneMove,https://lichess.org/5b6k1W51#65,
00Yqw,1Qbk1b1r/4rpp1/p1BP3p/8/3q4/6P1/1PP3PP/1K5R b - - 0 33,e7d7 c6d7 d4c5 d7c8,1880,75,67,56,crushing middlegame pin short,https://lichess.org/bJncxL9v/black#66,
00Ytk,2k5/pp2PR2/2p4p/2Pp4/3Nb3/2K1P2r/PP6/8 b - - 0 33,h3e3 c3d2 e3d3 d2e2 c8d7 d4e6,2297,88,85,47,crushing defensiveMove endgame long,https://lichess.org/1sccsBa6/black#66,
00Yy4,r7/pp4kp/6p1/2P2q1n/1PBb1p2/P4P2/3B2PP/2Q1R1K1 w - - 1 28,g1h1 h5g3 h2g3 f5h5,993,78,100,115,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/7Q7JGp9o#55,
00Z8S,8/5p2/4p1k1/4P3/8/1R4Pn/1P2Kp2/5N1r w - - 2 46,b3f3 h3g1 e2f2 g1f3,1313,145,50,17,crushing endgame fork short,https://lichess.org/9gYe3YHy#91,
00ZDZ,8/pp4k1/2p3p1/3nRr2/3P1Pp1/2P3K1/PP6/5R2 w - - 3 36,g3g4 f5e5 d4e5 d5e3 g4f3 e3f1,1720,75,96,6194,advantage endgame fork long,https://lichess.org/G2FHAUMb#71,
00ZEW,r1b5/pppqNkp1/3p3p/6rn/1PP2p1N/P5P1/4Q2P/4RRK1 b - - 3 22,g5e5 e2h5 e5h5 f1f4 f7e8 e7g6,2257,87,90,1778,advantage discoveredAttack long middlegame pin sacrifice,https://lichess.org/cjMxj5uZ/black#44,
00ZEc,1r3bk1/5p2/3P1qRP/r1n1p3/ppB5/P2Q1P2/1PP5/1K6 b - - 0 35,g8h7 g6g7 h7h6 d3h7,1800,76,96,18634,doubleCheck mate mateIn2 middlegame short,https://lichess.org/7IfLNNVB/black#70,
00ZN7,3q2k1/8/Q2p2p1/3P1p1p/1p2P1nP/1Pp5/2P3P1/5R1K w - - 0 36,e4f5 d8h4 h1g1 h4h2,889,79,97,835,endgame mate mateIn2 short,https://lichess.org/U0LXbVT4#71,
00ZPK,5r2/R2R1pk1/P7/5pp1/8/1KP5/5r2/8 b - - 0 44,g5g4 d7f7 f8f7 a7f7 g7f7 a6a7,935,99,94,1106,advancedPawn advantage endgame long master rookEndgame sacrifice,https://lichess.org/Y6yYxIcG/black#88,
00ZR6,8/1pr2pk1/3R1np1/6p1/p5Pn/1B2P2P/P3qP2/3R2KQ w - - 0 41,d6d2 h4f3 h1f3 e2f3,980,82,50,65,crushing fork master masterVsMaster middlegame short,https://lichess.org/CNWztPWJ#81,
00ZSZ,3r4/6pp/pNnNpk2/1p6/3pR3/8/PPP2PPK/8 w - - 4 32,e4f4 f6e5 d6f7 e5f4 f7d8 c6d8,1050,84,95,1100,advantage defensiveMove endgame long,https://lichess.org/66DBsV70#63,
00ZSd,2R5/5pk1/pb4p1/1p1q4/3P1P1p/P3r2P/1PQ3P1/3R2K1 w - - 6 45,g1h1 e3h3 h1g1 b6d4 d1d4 d5d4,1295,76,100,211,crushing endgame long pin,https://lichess.org/D5o6GOOI#89,
00ZWD,6k1/4bpp1/1q2p3/p2pP1N1/3P3P/1P1Q2K1/5P2/8 b - - 0 33,b6b4 d3h7 g8f8 h7h8,788,108,94,337,endgame mate mateIn2 short,https://lichess.org/2rMTqooF/black#66,
00ZcN,2rr1k1Q/1q2p1b1/p1b1P1p1/np3pP1/3P1B2/1P1B1N2/P2N4/2R1K2R b K - 0 27,g7h8 h1h8 f8g7 f4e5,1210,77,77,271,mate mateIn2 middlegame short,https://lichess.org/ElT6mnAJ/black#54,
00ZeT,1Q1k4/4r3/2q4p/2p1pp1P/2Bb4/1P6/P6K/4R3 b - - 4 43,d8d7 c4b5 c6b5 b8b5,1407,75,96,28563,crushing endgame pin short,https://lichess.org/c6iAy1Zc/black#86,
00Zks,8/P1R4p/5pk1/4q1p1/5P2/6KP/5QP1/7r b - - 0 51,e5c7 a7a8q c7c3 a8f3,1776,76,82,86,advancedPawn advantage defensiveMove endgame promotion short,https://lichess.org/CPhnVb98/black#102,
00ZvN,8/8/8/4kppp/8/4KPPP/8/8 b - - 0 35,f5f4 g3f4 g5f4 e3d3 e5f6 h3h4,2218,75,96,960,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/IxlFLAaM/black#70,
00Zwc,r2k1r2/pp1nRR2/2pP1N1p/8/3P3p/8/PPP3P1/6K1 b - - 0 24,f8f7 e7e8,1211,75,92,788,endgame mate mateIn1 oneMove,https://lichess.org/Wo9Y7MdP/black#48,
00a98,4r1k1/p4p2/1p3q1p/1P6/3b2p1/P3B1P1/Q1P2PKP/4R3 w - - 0 32,e3d4 f6f3 g2f1 f3h1,1531,82,90,31,endgame mate mateIn2 short,https://lichess.org/pgdIGRB3#63,
00aDl,r5k1/1p3p2/2p1ppp1/3p4/2nP4/1QB2B1P/rPP2PP1/qNKR3R w - - 3 22,f3e2 a1b1 c1b1 a2a1,1375,71,95,32423,attraction mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/pc79SSEd#43,
00aL1,8/5pr1/1Q4k1/p2pp3/5Rp1/6P1/5PKP/3q4 b - - 1 33,g6h7 f4f5 d1f3 f5f3,2010,80,66,61,advantage endgame short,https://lichess.org/UKybXdi1/black#66,
00aNB,8/8/pp3k1K/2p4P/P7/2P5/8/8 w - - 0 44,h6h7 c5c4 h7g8 f6g5 g8f7 b6b5 a4b5 a6b5 f7e6 b5b4,2229,148,39,23,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/yR9wiOTR#87,
00aOF,3r2k1/pp5p/5pbQ/q2p4/6PP/1Br2P2/P1P5/4RRK1 w - - 0 24,e1e7 a5c5 f1f2 c5e7,1195,86,93,101,advantage fork middlegame short,https://lichess.org/9tRSkE9Q#47,
00aYp,2rq1rk1/p1n1bp2/1p2p1pN/3nP2p/3P3P/P2Q1N2/1P4P1/RBB3K1 b - - 1 21,g8g7 h6f7 f8f7 d3g6,1722,77,69,86,crushing master middlegame short,https://lichess.org/AaaUgm4I/black#42,
00aZ3,8/6k1/1n6/1K2p1p1/P5P1/1B3r2/1PP5/8 b - - 1 36,b6d5 b3d5 f3f4 a4a5 e5e4 a5a6 e4e3 a6a7,2049,81,88,739,advancedPawn crushing endgame hangingPiece quietMove veryLong,https://lichess.org/0yMvFk5C/black#72,
00aa9,6k1/7p/6p1/5p2/5PP1/7P/1p6/1K6 w - - 0 42,b1b2 f5g4 h3g4 h7h5 g4h5 g6h5,1923,77,100,299,crushing endgame long pawnEndgame,https://lichess.org/AEsi0Sed#83,
00afi,3r2k1/1p5p/pbbqpr2/3PR3/P5p1/2B2N1P/1PQ2P1P/3R3K b - - 0 26,f6f3 e5g5 g8f8 c2h7 d6h2 h1h2 f3h3 h7h3,2067,78,94,1645,crushing deflection middlegame veryLong,https://lichess.org/VcPyc8y8/black#52,
00agR,8/5pp1/p4n1p/1p2k3/8/1PK1P3/P1B2P1P/8 w - - 2 31,h2h3 f6e4 c2e4 e5e4,1997,76,95,3856,crushing endgame short,https://lichess.org/MUIpGzM3#61,
00all,6k1/5ppp/4p1b1/1N1pP3/1P1n4/r7/5PPP/2R2BK1 b - - 0 25,d4b5 c1c8,436,105,95,236,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/84IXBueE/black#50,
00asK,2r3k1/R4ppp/8/4P3/4Q3/1qn3B1/5PPP/2R3K1 w - - 0 30,c1c3 b3d1 e4e1 d1e1,1447,84,36,94,endgame mate mateIn2 short,https://lichess.org/hlWKSG6i#59,
00au3,4B3/8/1p1k1p1p/5Pp1/p1P3P1/1nK4P/1P6/8 b - - 9 48,d6c5 e8a4 b3c1 b2b4,1188,82,90,458,crushing endgame master masterVsMaster short,https://lichess.org/yPpeNCSO/black#96,
00awK,r5k1/2p2Qpp/p7/4b3/8/8/1PP1KR2/2q5 b - - 0 24,g8h8 f7f8 a8f8 f2f8,586,85,100,263,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/D9JaNyrl/black#48,
00awL,4q1r1/k2r1Rp1/ppp4p/2Qp4/3P4/2P1P3/PP4P1/2K2R2 w - - 0 35,c5c6 d7f7 f1f7 e8f7,1739,74,88,165,crushing endgame short,https://lichess.org/TPaROV8B#69,
00ax2,r1b2q1k/1pp3p1/1b1p3p/1p5Q/P1P1Bp2/3P4/6PP/5R1K b - - 1 23,f8f6 h5e8 f6f8 e8f8,873,147,100,22,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/zZGnME4m/black#46,
00b6f,6k1/8/5B2/1R3pK1/6p1/6P1/P4P1q/8 w - - 0 41,g5f5 h2h5 f6g5 h5f7 f5g4 f7c4,1749,87,77,41,crushing endgame long,https://lichess.org/8DcVY76B#81,
00b7t,r2qr1k1/pb3pp1/1p4n1/3p4/1P2p2p/P1P1N1P1/2Q1PPBP/3R1RK1 w - - 0 20,g2e4 e8e4 c2e4 d5e4 d1d8 a8d8,1462,77,96,9178,advantage long middlegame,https://lichess.org/USUzRjja#39,
00bFH,4r1k1/1q3ppp/3B1n2/p2P4/8/Pp3Q1P/5PPN/1R4K1 w - - 0 27,f3b3 e8e1 b1e1 b7b3,1594,134,100,50,deflection equality middlegame short,https://lichess.org/E8lzVecv#53,
00bGq,1k3r2/ppp2r1p/1b1pQP1p/8/3P3P/2P3R1/Pq4P1/5R1K b - - 0 22,b2b5 e6f7 b5f1 h1h2 f8c8 f7e6,2693,117,87,172,advantage long middlegame,https://lichess.org/GVwrEInE/black#44,
00bJi,7k/1p2R3/p3N3/3p4/2n5/2P5/PPK4r/8 w - - 3 36,c2d3 h2d2,1615,76,95,1801,endgame hookMate mate mateIn1 oneMove,https://lichess.org/7QIgY2UO#71,
00bPT,2k2Q2/pp2pp2/3p1n2/2pP4/2P1P3/2q2PK1/8/5B2 b - - 1 33,c8d7 f1h3 d7c7 f8e7,1965,78,91,287,advantage deflection endgame short,https://lichess.org/SC9ZvmmO/black#66,
00bQA,r7/6k1/2b1R1n1/1p3nR1/1P1p3p/3P1PpP/2N3P1/6K1 b - - 0 40,f5e7 e6e7 g7f6 g5g6 f6e7 g6c6 e7d7 c6c5,2230,78,87,603,crushing exposedKing master middlegame pin skewer veryLong,https://lichess.org/1NlzMdB5/black#80,
00bSy,1kr1r3/1pp4p/p2b2p1/3N1p2/P7/3P1Q1P/2R2PP1/2R1q1K1 w - - 7 27,c1e1 e8e1,548,92,83,368,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/s7Pa0Pux#53,
00bTb,7R/kppq2r1/p3p3/3p4/P2P4/BPr5/1KP5/5Q2 b - - 1 33,c3g3 f1f8 g7g8 h8g8 g3g8 f8g8,1974,206,76,9,advantage endgame long,https://lichess.org/3tgXxOlJ/black#66,
00bTs,2r4k/6bP/8/3p4/pp1qn3/3N1Q2/PPP3R1/1K5R w - - 5 35,g2g7 e4d2 b1a1 d2f3,1042,83,94,991,advantage fork master middlegame short,https://lichess.org/PDAfQk7l#69,
00bWA,2r1r1k1/3qbppp/pB6/3ppP2/2p1Q3/P6P/BPP3P1/R4RK1 w - - 0 22,e4e5 e7c5 e5d4 c5d4,1024,85,90,365,crushing middlegame short,https://lichess.org/JvdmqrAX#43,
00bZ2,4b1k1/1r2P2p/p1p3pP/6q1/3Q4/PB6/1PP3P1/1K6 b - - 0 36,b7b3 d4g7,1106,84,85,178,endgame mate mateIn1 oneMove,https://lichess.org/PL5NKKII/black#72,
00baZ,r7/8/p1k5/1p1p1pn1/3R3p/2P1P2P/5P2/R5K1 w - - 0 31,d4h4 g5f3 g1g2 f3h4,812,89,88,400,crushing endgame fork short,https://lichess.org/tNXaI1nN#61,
00bgO,8/8/1p1nk3/p2N4/2P1p3/PP2K3/8/8 b - - 4 46,e6d7 d5b6 d7c6 b6a4,2409,77,76,142,crushing defensiveMove endgame knightEndgame master short,https://lichess.org/kVsJ1quC/black#92,
00bhw,8/2pR3p/1p1b3k/p2B2pP/P1P2rP1/5P2/4r3/5R1K b - - 0 31,f4d4 d5e4 d4e4 f3e4,2175,81,90,677,crushing endgame short,https://lichess.org/CVsMMWzy/black#62,
00blC,5r2/1Pk5/8/K7/8/1P3B2/8/8 w - - 1 47,f3d5 f8f5 b7b8b c7b8 a5b5 f5d5,1027,81,84,51,crushing endgame long pin,https://lichess.org/IdlWudUv#93,
00bns,5nk1/1pp2ppp/p5q1/4PN2/2P2Q2/1P1rBP1P/r4P1K/4R3 b - - 5 30,f8e6 f5e7 g8f8 e7g6,959,131,68,39,crushing fork master middlegame pin short,https://lichess.org/qMrSgl2S/black#60,
00bnu,2r2rk1/2QR1p1p/p3p1p1/1p4q1/5P2/P1N5/BPP3bP/2K4R w - - 1 20,c7c8 g5f4 c1b1 f8c8,1575,77,88,3253,advantage intermezzo middlegame short,https://lichess.org/zPFxVXT4#39,
00bpH,8/5p2/pq5p/1p5k/6B1/6P1/P6P/2Q4K b - - 0 36,h5g4 c1f4 g4h5 f4f5,1854,76,63,532,endgame mate mateIn2 queenEndgame short,https://lichess.org/vVLXcQQI/black#72,
00bqJ,r7/1pp4k/p2p3p/3Ppq2/2P2bb1/1N2R3/PP1Q4/1K1N2R1 w - - 8 27,d2c2 f5c2 b1c2 g4d1 g1d1 f4e3,1939,76,95,1606,advantage attraction long middlegame queensideAttack,https://lichess.org/FMvI8Grp#53,
00bri,2r4k/p4p1p/b4p2/8/4P2P/1Pqr1QP1/P4PB1/2RR2K1 b - - 1 25,c3c1 f3f6 h8g8 d1c1,1803,84,80,34,advantage fork intermezzo middlegame short,https://lichess.org/KPxWYsgw/black#50,
00byq,2r3k1/2r1bppp/3ppn2/qp6/3BP3/1Q4P1/PP3PBP/1RR3K1 w - - 5 21,d4e3 c7c1 b1c1 c8c1 e3c1 a5e1 g2f1 e1c1,998,93,93,551,advantage fork middlegame pin veryLong,https://lichess.org/gofuvC2L#41,
00bzC,r1r3k1/2p3p1/p2p3p/Pp1Pp3/4P3/3P1p1q/R1Q2P1N/4R1K1 w - - 0 28,g1h1 h3g2,850,78,82,68,mate mateIn1 middlegame oneMove,https://lichess.org/VwQi9pgI#55,
00bzy,4k1r1/p1p5/2P4p/3rNp2/1b1BnP1p/4PR1P/P6K/1R6 b - - 1 27,e4d2 b1b4 d2f3 e5f3,1511,86,84,60,advantage middlegame short,https://lichess.org/hR3zgrkT/black#54,
00c89,2r2rk1/6pp/p1q5/1pn2p2/1B1pPP2/3Pn1QB/1PP2R1P/6RK b - - 3 24,f8f6 g3g7,400,99,55,318,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/qy4azPDa/black#48,
00cRN,8/4rkb1/R5R1/5P1p/P6P/4p1P1/1r6/4K3 b - - 0 44,e3e2 g6g7 f7g7 f5f6 g7f7 f6e7,1726,75,79,396,advancedPawn advantage attraction endgame exposedKing fork long sacrifice,https://lichess.org/mwg2d74x/black#88,
00cSF,r1b3k1/pp3p1p/6q1/2pp1r2/8/P1P1PQ1P/1P3PP1/RN3R1K w - - 7 19,f3g3 g6g3 f2g3 f5f1,774,83,86,149,crushing kingsideAttack middlegame short,https://lichess.org/57UdP92X#37,
00cZ4,8/2R5/6pk/p3p2p/4Nq2/5n1P/P2R2P1/7K w - - 0 41,d2f2 f4h2,1056,80,87,205,endgame master mate mateIn1 oneMove,https://lichess.org/uEKnkWhW#81,
00cZE,4k3/5p2/3r4/pRp3Pp/2P1p3/6P1/1KP4P/8 w - - 0 31,b5c5 e4e3 g5g6 e8f8 c5a5 e3e2,2591,89,75,58,advancedPawn crushing endgame long rookEndgame,https://lichess.org/GXkr4U3u#61,
